,ID,Year,District_code,District_name_chi,Constituency_code,Constituency_name,Candidate_name,Candidate_alias,Gender,Age,Occupation,Win_or_not,Uncontested_or_not,Political affiliation,Camp,Votes,Percentage_of_votes_obtained,得票率 估算
2015陳建國,2015B05陳建國,2015,B,灣仔,B05,天后,陳建國,,男,,註冊教師(退休),,,民主黨,泛,1021,,32.8203965
2015伍婉婷,2015B06伍婉婷,2015,B,灣仔,B06,銅鑼灣,伍婉婷,,女,40,電子商務總監,Y,Uncontested,獨立,建,,,#VALUE!
2015王政芝,2015B07王政芝,2015,B,灣仔,B07,大坑,王政芝,,女,29,助理總經理,,,新民黨,建,1148,,47.18640768
2015楊雪盈,2015B07楊雪盈,2015,B,灣仔,B07,大坑,楊雪盈,,女,28,大專兼任講師,Y,,獨立候選人,泛,1398,,57.46219333
2015林偉文,2015B08林偉文,2015,B,灣仔,B08,渣甸山,林偉文,,男,31,公司董事,Y,,自由黨,建,1479,,57.76870769
2015黎大偉,2015B08黎大偉,2015,B,灣仔,B08,渣甸山,黎大偉,,男,55,投資專家,,,,泛,1098,,42.88711362
2015蕭思江,2015B09蕭思江,2015,B,灣仔,B09,樂活,蕭思江,,男,64,事務律師,,,獨立,建,141,,6.218089295
2015麥國風,2015B09麥國風,2015,B,灣仔,B09,樂活,麥國風,,男,60,全職社會服務義工,,,社民連,泛,939,,41.40982871
2015謝偉俊,2015B09謝偉俊,2015,B,灣仔,B09,樂活,謝偉俊,,男,56,律師,Y,,獨立,建,1350,,59.5348975
2015吳錦津,2015B10吳錦津,2015,B,灣仔,B10,跑馬地,吳錦津,,男,64,行政董事,Y,,獨立,建,1377,,60.24887115
2015錢家和,2015B10錢家和,2015,B,灣仔,B10,跑馬地,錢家和,,男,44,保險業電腦從業員,,,,泛,900,,39.37834716
2015區麗莊,2015B11區麗莊,2015,B,灣仔,B11,司徒拔道,區麗莊,,女,39,金融從業員,,,,泛,642,,29.56539423
2015黃宏泰,2015B11黃宏泰,2015,B,灣仔,B11,司徒拔道,黃宏泰,,男,51,執業會計師,Y,,,建,1150,,52.95981833
2015李碧儀,2015B12李碧儀,2015,B,灣仔,B12,修頓,李碧儀,,女,35,區議員,Y,,獨立人士,建,1463,,72.46350969
2015楊幼峰,2015B12楊幼峰,2015,B,灣仔,B12,修頓,楊幼峰,,女,36,成衣採購,,,,泛,437,,21.64494445
2015李均頤,2015B13李均頤,2015,B,灣仔,B13,大佛口,李均頤,,女,46,區議員,Y,,民建聯,建,1505,,70.29010525
2015梁柏堅,2015B13梁柏堅,2015,B,灣仔,B13,大佛口,梁柏堅,,男,35,專業攝影師,,,,泛,793,,37.03658037
2015趙家賢,2015C01趙家賢,2015,C,東區,C01,太古城西,趙家賢,,男,30,現任區議員/認可調解員/博士生,Y,,民主黨,泛,3362,,76.56135055
2015吳志隆,2015C01吳志隆,2015,C,東區,C01,太古城西,吳志隆,,男,36,傳媒工作者,,,,建,1268,,28.87560753
2015謝子祺,2015C02謝子祺,2015,C,東區,C02,太古城東,謝子祺,,男,33,區議員,,,新民黨,建,2587,,52.46198179
2015王振星,2015C02王振星,2015,C,東區,C02,太古城東,王振星,,男,40,土木工程師,Y,,獨立無黨派,其他,2674,,54.22626182
2015楊斯竣,2015C03楊斯竣,2015,C,東區,C03,鯉景灣,楊斯竣,,男,25,高級經理/電台財經節目主持,Y,,獨立,其他,2008,,43.25913738
2015王學今,2015C03王學今,2015,C,東區,C03,鯉景灣,王學今,,男,44,律師,,,工黨,泛,1612,,34.72795291
2015傅元章,2015C03傅元章,2015,C,東區,C03,鯉景灣,傅元章,,男,66,保險,,,無黨派候選人,建,955,,20.57394233
2015何超光,2015C03何超光,2015,C,東區,C03,鯉景灣,何超光,,男,60,退休,,,,其他,211,,4.545656368
2015顏尊廉,2015C04顏尊廉,2015,C,東區,C04,愛秩序灣,顏尊廉,,男,66,旅行社高級行政管理人員,Y,,民建聯,建,2720,,48.44097271
2015陳嘉栢,2015C04陳嘉栢,2015,C,東區,C04,愛秩序灣,陳嘉栢,,男,28,社區主任,,,民主黨,泛,2401,,42.75984392
2015林心亷,2015C05林心亷,2015,C,東區,C05,筲箕灣,林心亷,,男,39,,Y,,民建聯,建,1444,,45.20530581
2015潘詠妍,2015C05潘詠妍,2015,C,東區,C05,筲箕灣,潘詠妍,,女,,,,,,其他,107,,3.349700639
2015梁詠詩,2015C05梁詠詩,2015,C,東區,C05,筲箕灣,梁詠詩,,女,30,中學教師,,,,泛,1429,,44.73572161
2015杜本文,2015C06杜本文,2015,C,東區,C06,阿公岩,杜本文,,男,,設計師行政經理,,,,其他,1696,,31.05845815
2015林其東,2015C06林其東,2015,C,東區,C06,阿公岩,林其東,,男,57,董事,Y,,,其他,1810,,33.14611395
2015洪志傑,2015C06洪志傑,2015,C,東區,C06,阿公岩,洪志傑,,男,35,中學教師,,,民建聯,建,1112,,20.36380039
2015何毅淦,2015C07何毅淦,2015,C,東區,C07,杏花邨,何毅淦,,男,30,民選區議員,Y,,工聯會,建,3642,,68.7520901
2015楊偉康,2015C07楊偉康,2015,C,東區,C07,杏花邨,楊偉康,,男,54,教育及社會服務,,,獨立,其他,610,,11.51531438
2015周詠儀,2015C07周詠儀,2015,C,東區,C07,杏花邨,周詠儀,,女,,社區主任,,,獨立無黨派,其他,2025,,38.22706822
2015關瑞龍,2015C08關瑞龍,2015,C,東區,C08,翠灣,關瑞龍,,男,64,全職區議員,,,民建聯,建,1572,,36.78742013
2015黎梁笑群,2015C08黎梁笑群,2015,C,東區,C08,翠灣,黎梁笑群,,女,58,社區工作者,,,獨立候選人,其他,1181,,27.63736843
2015古桂耀,2015C08古桂耀,2015,C,東區,C08,翠灣,古桂耀,,男,53,大廈工程保養員,Y,,獨立,其他,1629,,38.12131513
2015尹梓烽,2015C08尹梓烽,2015,C,東區,C08,翠灣,尹梓烽,,男,,,,,,其他,69,,1.614715005
2015黃健興,2015C09黃健興,2015,C,東區,C09,欣藍,黃健興,,男,40,金融,Y,Uncontested,,建,,,#VALUE!
2015王國興,2015C10王國興,2015,C,東區,C10,小西灣,王國興,,男,,立法會議員,Y,,工聯會,建,1981,,48.05017554
2015朱日安,2015C10朱日安,2015,C,東區,C10,小西灣,朱日安,,男,62,商人,,,,建,783,,18.99206837
2015譚得志,2015C10譚得志,2015,C,東區,C10,小西灣,譚得志,快必,男,43,社區主任,,,人民力量,泛,1229,,29.81002814
2015梁國鴻,2015C11梁國鴻,2015,C,東區,C11,景怡,梁國鴻,,男,57,區議員,Y,,工聯會,建,2257,,40.51156576
2015楊漢成,2015C11楊漢成,2015,C,東區,C11,景怡,楊漢成,,男,52,公司董事,,,獨立候選人,建,1950,,35.00113125
2015黃群峰,2015C11黃群峰,2015,C,東區,C11,景怡,黃群峰,,男,43,,,,獨立候選人,其他,195,,3.500113125
2015陳耀德,2015C11陳耀德,2015,C,東區,C11,景怡,陳耀德,,男,65,老師(退休),,,獨立,泛,930,,16.69284721
2015龔栢祥,2015C12龔栢祥,2015,C,東區,C12,環翠,龔栢祥,,男,65,,Y,,民建聯,建,2227,,52.96126227
2015吳彥強,2015C12吳彥強,2015,C,東區,C12,環翠,吳彥強,,男,60,專職地區發展主任,,,公民黨,泛,1436,,34.15014487
2015李莉,2015C13李莉,2015,C,東區,C13,翡翠,李莉,,女,48,公司董事,,,獨立無黨派,建,1797,,39.57557367
2015黎志強,2015C13黎志強,2015,C,東區,C13,翡翠,黎志強,,男,67,全職區議員,Y,,公民黨,泛,2314,,50.96153448
2015呂志文,2015C13呂志文,2015,C,東區,C13,翡翠,呂志文,,男,64,系統工程,,,獨立民主派,其他,114,,2.510637394
2015黃建彬,2015C14黃建彬,2015,C,東區,C14,柏架山,黃建彬,,男,61,全職區議員,Y,Uncontested,民建聯,建,,,#VALUE!
2015邵家輝,2015C15邵家輝,2015,C,東區,C15,寶馬山,邵家輝,,男,45,公司董事,Y,Uncontested,自由黨,建,,,#VALUE!
2015羅榮焜,2015C16羅榮焜,2015,C,東區,C16,炮台山,羅榮焜,羅山,男,66,電視熒幕宣傳報幕員,Y,Uncontested,,建,,,#VALUE!
2015許清安,2015C17許清安,2015,C,東區,C17,城市花園,許清安,,男,49,法律及財務顧問,Y,Uncontested,,建,,,#VALUE!
2015郭偉强,2015C18郭偉强,2015,C,東區,C18,和富,郭偉强,,男,37,全職議員,Y,Uncontested,工聯會,建,,,#VALUE!
2015洪連杉,2015C19洪連杉,2015,C,東區,C19,堡壘,洪連杉,,男,41,中學教師,Y,Uncontested,民建聯,建,,,#VALUE!
2015蔡素玉,2015C20蔡素玉,2015,C,東區,C20,錦屏,蔡素玉,,女,64,商人,Y,Uncontested,民建聯,建,,,#VALUE!
2015曾卓兒,2015C21曾卓兒,2015,C,東區,C21,丹拿,曾卓兒,,女,45,公司董事,,,自由黨,建,2039,,50.04958444
2015鄭達鴻,2015C21鄭達鴻,2015,C,東區,C21,丹拿,鄭達鴻,,男,27,地區發展主任,Y,,公民黨,泛,2338,,57.38888102
2015鄭志成,2015C22鄭志成,2015,C,東區,C22,健康村,鄭志成,,男,56,全職區議員,Y,Uncontested,民建聯,建,,,#VALUE!
2015丁江浩,2015C23丁江浩,2015,C,東區,C23,鰂魚涌,丁江浩,,男,41,中學教師,Y,,民建聯,建,1656,,49.44428328
2015葉智德,2015C23葉智德,2015,C,東區,C23,鰂魚涌,葉智德,,男,44,教師,,,,泛,1010,,30.15623558
2015張國昌,2015C24張國昌,2015,C,東區,C24,南豐,張國昌,,男,34,全職區議員,Y,,民主黨,泛,3343,,80.75446654
2015楊默,2015C24楊默,2015,C,東區,C24,南豐,楊默,,男,53,區議員/醫學教授,,,,建,1182,,28.55273092
2015李澤深,2015C24李澤深,2015,C,東區,C24,南豐,李澤深,,男,22,,,,,其他,42,,1.014564043
2015洪龍荃,2015C25洪龍荃,2015,C,東區,C25,康怡,洪龍荃,,男,27,,,,新民黨,建,2443,,59.59462482
2015梁穎敏,2015C25梁穎敏,2015,C,東區,C25,康怡,梁穎敏,,女,28,高級政治研究及地區統籌幹事,Y,,公民黨,泛,2535,,61.83887594
2015黃寶兒,2015C25黃寶兒,2015,C,東區,C25,康怡,黃寶兒,,女,24,,,,,其他,29,,0.7074269832
2015江玉歡,2015C26江玉歡,2015,C,東區,C26,康山,江玉歡,,女,45,律師,,,新民黨,建,1814,,46.97328761
2015梁兆新,2015C26梁兆新,2015,C,東區,C26,康山,梁兆新,,男,,市場研究總監,Y,,公民黨,泛,2384,,61.73336144
2015許林慶,2015C27許林慶,2015,C,東區,C27,興東,許林慶,,男,64,民選區議員,Y,,工聯會,建,3310,,53.65131566
2015曾國輝,2015C27曾國輝,2015,C,東區,C27,興東,曾國輝,,男,38,社區幹事,,,工黨,泛,2808,,45.5144696
2015江澤濠,2015C28江澤濠,2015,C,東區,C28,西灣河,江澤濠,,男,,區議員,,,獨立無黨派,建,1956,,45.18377983
2015麥德正,2015C28麥德正,2015,C,東區,C28,西灣河,麥德正,,男,44,社區幹事,Y,,工黨,泛,2222,,51.32840428
2015王詩展,2015C29王詩展,2015,C,東區,C29,下耀東,王詩展,,男,43,經理,,,,建,992,,23.69785767
2015王志鍾,2015C29王志鍾,2015,C,東區,C29,下耀東,王志鍾,,男,40,行政,Y,,民建聯,建,1658,,39.6079113
2015吳錦偉,2015C29吳錦偉,2015,C,東區,C29,下耀東,吳錦偉,,男,,選舉工程顧問,,,獨立民主派,其他,977,,23.33952312
2015趙資強,2015C30趙資強,2015,C,東區,C30,上耀東,趙資強,,男,66,民選區議員,Y,Uncontested,工聯會,建,,,#VALUE!
2015劉慶揚,2015C31劉慶揚,2015,C,東區,C31,興民,劉慶揚,,男,47,區議員,Y,,民建聯,建,2470,,58.72623882
2015張駿邦,2015C31張駿邦,2015,C,東區,C31,興民,張駿邦,,男,21,社工,,,,泛,1391,,33.07214502
2015李進秋,2015C32李進秋,2015,C,東區,C32,樂康,李進秋,,女,41,區議員,Y,,,建,2396,,59.54789627
2015曾健成,2015C32曾健成,2015,C,東區,C32,樂康,曾健成,阿牛,男,59,社區幹事,,,社民連,泛,1969,,48.93564597
2015倫文傑,2015C32倫文傑,2015,C,東區,C32,樂康,倫文傑,,男,28,,,,,其他,48,,1.192946169
2015李鎮強,2015C33李鎮強,2015,C,東區,C33,翠德,李鎮強,,男,39,經理,Y,,自由黨,建,2351,,66.72230359
2015李健恆,2015C33李健恆,2015,C,東區,C33,翠德,李健恆,,男,32,會計師,,,,泛,979,,27.7844046
2015鍾樹根,2015C34鍾樹根,2015,C,東區,C34,漁灣,鍾樹根,,男,58,全職議員,,,民建聯,建,1863,,44.86281407
2015徐子見,2015C34徐子見,2015,C,東區,C34,漁灣,徐子見,,男,48,小企業經營者,Y,,獨立,泛,2026,,48.78800928
2015林翠蓮,2015C35林翠蓮,2015,C,東區,C35,佳曉,林翠蓮,,女,49,全職區議員,Y,,,建,2241,,52.1332163
2015植潔鈴,2015C35植潔鈴,2015,C,東區,C35,佳曉,植潔鈴,,女,27,立法會議員助理,,,獨立,建,1514,,35.22074497
2015任葆琳,2015D01任葆琳,2015,D,南區,D01,香港仔,任葆琳,,女,41,公司董事,Y,,獨立候選人,其他,1936,,37.04328816
2015文豪強,2015D01文豪強,2015,D,南區,D01,香港仔,文豪強,,男,52,,,,公民黨,泛,1598,,30.57601988
2015何偉俊,2015D01何偉俊,2015,D,南區,D01,香港仔,何偉俊,,男,32,政策研究,,,獨立候選人,其他,226,,4.324268143
2015李傑興,2015D01李傑興,2015,D,南區,D01,香港仔,李傑興,,男,64,高級理財策劃顧問,,,,其他,621,,11.88217043
2015林玉珍,2015D02林玉珍,2015,D,南區,D02,鴨脷洲邨,林玉珍,,女,57,全職南區區議員,Y,Uncontested,獨立候選人,建,,,#VALUE!
2015張錫容,2015D03張錫容,2015,D,南區,D03,鴨脷洲北,張錫容,,女,59,全職區議員,Y,,獨立候選人,其他,1556,,50.98276154
2015梁國強,2015D03梁國強,2015,D,南區,D03,鴨脷洲北,梁國強,,男,62,公司董事,,,,建,755,,24.73777954
2015李嘉盈,2015D04李嘉盈,2015,D,南區,D04,利東一,李嘉盈,,女,24,,,,民建聯,建,1810,,34.89897191
2015區諾軒,2015D04區諾軒,2015,D,南區,D04,利東一,區諾軒,,男,28,全職區議員,Y,,民主黨,泛,3068,,59.15472145
2015黃潤基,2015D04黃潤基,2015,D,南區,D04,利東一,黃潤基,,男,32,,,,熱血公民,其他,177,,3.412772391
2015彭兆基,2015D05彭兆基,2015,D,南區,D05,利東二,彭兆基,,男,33,,,,民建聯,建,1854,,40.63241928
2015羅健熙,2015D05羅健熙,2015,D,南區,D05,利東二,羅健熙,,男,31,全職區議員,Y,,民主黨,泛,2564,,56.19283874
2015鄧嘉樂,2015D05鄧嘉樂,2015,D,南區,D05,利東二,鄧嘉樂,,男,37,數碼印刷,,,,其他,21,,0.4602377588
2015蔡文龍,2015D05蔡文龍,2015,D,南區,D05,利東二,蔡文龍,,男,42,,,,熱血公民,其他,119,,2.608013967
2015林啟暉,2015D06林啟暉,2015,D,南區,D06,海怡東,林啟暉,,男,64,策劃顧問,Y,,獨立候選人,建,2180,,57.53125418
2015陳家洛,2015D06陳家洛,2015,D,南區,D06,海怡東,陳家洛,,男,47,副教授/立法會議員,,,公民黨,泛,1845,,48.69044219
2015區元發,2015D06區元發,2015,D,南區,D06,海怡東,區元發,,男,62,半退休,,,,泛,643,,16.96908094
2015陳家珮,2015D07陳家珮,2015,D,南區,D07,海怡西,陳家珮,,女,35,全職區議員,Y,,新民黨,建,2945,,70.55957456
2015袁彌明,2015D07袁彌明,2015,D,南區,D07,海怡西,袁彌明,,女,35,公司董事,,,人民力量,泛,2245,,53.78819861
2015麥謝巧玲,2015D08麥謝巧玲,2015,D,南區,D08,華貴,麥謝巧玲,,女,,校長,Y,,民建聯,建,2699,,49.1116344
2015楊小壁,2015D08楊小壁,2015,D,南區,D08,華貴,楊小壁,,女,55,公司董事,,,民主黨,泛,2652,,48.25641142
2015劉栢彤,2015D08劉栢彤,2015,D,南區,D08,華貴,劉栢彤,,男,21,,,,,其他,94,,1.710445955
2015歐立成,2015D09歐立成,2015,D,南區,D09,華富南,歐立成,,男,62,全職區議員,Y,,,建,1632,,42.5809426
2015黎熙琳,2015D09黎熙琳,2015,D,南區,D09,華富南,黎熙琳,,女,35,地區幹事,,,民主黨,泛,1629,,42.50266881
2015黃才立,2015D10黃才立,2015,D,南區,D10,華富北,黃才立,,男,38,地區統籌主任,,,民建聯,建,2089,,47.98256402
2015柴文瀚,2015D10柴文瀚,2015,D,南區,D10,華富北,柴文瀚,,男,38,南區區議員,Y,,民主黨,泛,2408,,55.30972435
2015尹杞殷,2015D10尹杞殷,2015,D,南區,D10,華富北,尹杞殷,,女,32,,,,,其他,29,,0.6661054843
2015羅月華,2015D10羅月華,2015,D,南區,D10,華富北,羅月華,,女,56,理財策劃主任,,,獨立候選人,其他,21,,0.4823522472
2015楊哲安,2015D11楊哲安,2015,D,南區,D11,薄扶林,楊哲安,,男,39,執行董事,,,自由黨,建,1144,,39.21707229
2015司馬文,2015D11司馬文,2015,D,南區,D11,薄扶林,司馬文,,男,56,區議員,Y,,獨立民主派,其他,1952,,66.91584363
2015朱慶虹,2015D12朱慶虹,2015,D,南區,D12,置富,朱慶虹,,男,53,區議員/大學顧問,Y,,獨立候選人,建,2762,,59.79063407
2015姚松炎,2015D12姚松炎,2015,D,南區,D12,置富,姚松炎,,男,51,副教授,,,,泛,2223,,48.12258491
2015陳富明,2015D13陳富明,2015,D,南區,D13,田灣,陳富明,,男,61,區議員/公司董事,Y,Uncontested,獨立候選人,建,,,#VALUE!
2015朱立威,2015D14朱立威,2015,D,南區,D14,石漁,朱立威,,男,32,區議員,Y,Uncontested,民建聯,建,,,#VALUE!
2015陳榮恩,2015D15陳榮恩,2015,D,南區,D15,黃竹坑,陳榮恩,,女,29,議員助理,,,工聯會,建,2190,,48.28497075
2015徐遠華,2015D15徐遠華,2015,D,南區,D15,黃竹坑,徐遠華,,男,35,全職區議員,Y,,民主黨,泛,2645,,58.31677975
2015SCHAUS David John,2015D16SCHAUS David John,2015,D,南區,D16,海灣,SCHAUS David John,,男,39,,,,,其他,474,,25.1894898
2015馮仕耕,2015D16馮仕耕,2015,D,南區,D16,海灣,馮仕耕,,男,39,,Y,,自由黨,建,957,,50.85726105
2015姚潔凝,2015D17姚潔凝,2015,D,南區,D17,赤柱及石澳,姚潔凝,,女,39,見習產業測量師,,,,建,752,,19.62839379
2015李佩英,2015D17李佩英,2015,D,南區,D17,赤柱及石澳,李佩英,陳李佩英,女,,董事,Y,,,建,1832,,47.81810827
2015曾梓濠,2015D17曾梓濠,2015,D,南區,D17,赤柱及石澳,曾梓濠,,男,32,公司董事,,,自由黨,建,408,,10.64944769
2015孔昭華,2015E01孔昭華,2015,E,油尖旺,E01,尖沙咀西,孔昭華,,男,59,公司董事/區議員,Y,,民建聯,建,1213,,63.51534888
2015劉志雄,2015E01劉志雄,2015,E,油尖旺,E01,尖沙咀西,劉志雄,,男,46,牧師,,,,泛,828,,43.35590179
2015葉傲冬,2015E02葉傲冬,2015,E,油尖旺,E02,佐敦南,葉傲冬,,男,35,新聞行政人員/區議員,Y,,民建聯,建,1531,,55.62008034
2015雷雅儀,2015E02雷雅儀,2015,E,油尖旺,E02,佐敦南,雷雅儀,,女,45,,,,香港關注會,其他,524,,19.03652652
2015陳少棠,2015E03陳少棠,2015,E,油尖旺,E03,佐敦西,陳少棠,,男,46,區議員/商人,Y,Uncontested,民建聯,建,,,#VALUE!
2015歐陽東,2015E04歐陽東,2015,E,油尖旺,E04,油麻地南,歐陽東,,男,37,民協社區主任,,,民協,泛,1298,,37.36758761
2015楊子熙,2015E04楊子熙,2015,E,油尖旺,E04,油麻地南,楊子熙,,男,39,區議員,Y,,民建聯,建,2124,,61.14696154
2015李偉峰,2015E05李偉峰,2015,E,油尖旺,E05,富榮,李偉峰,,男,34,立法會議員助理,,,民主黨,泛,2053,,46.05402889
2015鍾港武,2015E05鍾港武,2015,E,油尖旺,E05,富榮,鍾港武,,男,41,區議員,Y,,民建聯,建,2473,,55.47570066
2015許德亮,2015E06許德亮,2015,E,油尖旺,E06,旺角西,許德亮,,男,48,區議員,Y,Uncontested,,建,,,#VALUE!
2015余德寶,2015E07余德寶,2015,E,油尖旺,E07,富柏,余德寶,,男,24,全職地區發展主任,Y,,公民黨,泛,2859,,69.04968505
2015羅少雄,2015E07羅少雄,2015,E,油尖旺,E07,富柏,羅少雄,,男,56,行政總裁,,,獨立候選人,建,1924,,46.46785381
2015高曉榮,2015E08高曉榮,2015,E,油尖旺,E08,奧運,高曉榮,,男,43,公司董事,,,獨立候選人,建,1414,,61.04861136
2015涂謹申,2015E08涂謹申,2015,E,油尖旺,E08,奧運,涂謹申,,男,52,立法會議員/律師,Y,,民主黨,泛,1531,,66.10001697
2015鍾澤暉,2015E09鍾澤暉,2015,E,油尖旺,E09,櫻桃,鍾澤暉,,男,47,,Y,,,建,1611,,63.05649016
2015林浩揚,2015E09林浩揚,2015,E,油尖旺,E09,櫻桃,林浩揚,,男,39,總幹事(社工),,,民主黨,泛,858,,33.58315863
2015中出羊子,2015E09中出羊子,2015,E,油尖旺,E09,櫻桃,中出羊子,昭明公主,男,24,社交(網絡)紅人,,,香港城邦皇室,其他,172,,6.732288211
2015蔡少峰,2015E10蔡少峰,2015,E,油尖旺,E10,大角咀南,蔡少峰,,男,40,,Y,,民建聯,建,1608,,54.30112894
2015黎耀駿,2015E10黎耀駿,2015,E,油尖旺,E10,大角咀南,黎耀駿,,男,29,註冊會計師,,,青年新政,泛,1362,,45.99386667
2015王嘉盈,2015E11王嘉盈,2015,E,油尖旺,E11,大角咀北,王嘉盈,,女,49,專業會計師,,,公民黨,泛,1363,,39.72757667
2015劉柏祺,2015E11劉柏祺,2015,E,油尖旺,E11,大角咀北,劉柏祺,,男,34,區議員/社區工作者,Y,,民建聯,建,2633,,76.74446762
2015莊永燦,2015E12莊永燦,2015,E,油尖旺,E12,大南,莊永燦,,男,63,律師,Y,,西九新動力,建,1424,,42.21026963
2015趙旭光,2015E12趙旭光,2015,E,油尖旺,E12,大南,趙旭光,,男,27,註冊護士,,,青年新政,泛,606,,17.96307823
2015馮文韜,2015E12馮文韜,2015,E,油尖旺,E12,大南,馮文韜,,男,22,社區主任,,,民主黨,泛,962,,28.51564563
2015黃舒明,2015E13黃舒明,2015,E,油尖旺,E13,旺角北,黃舒明,,女,35,全職區議員,Y,,西九新動力,建,1712,,59.47485923
2015黃家俊,2015E13黃家俊,2015,E,油尖旺,E13,旺角北,黃家俊,,男,28,中學老師,,,青年新政,泛,869,,30.18904946
2015謝卓男,2015E14謝卓男,2015,E,油尖旺,E14,旺角東,謝卓男,,男,54,物業經理及工程顧問,,,獨立,其他,112,,4.052811902
2015劉俊業,2015E14劉俊業,2015,E,油尖旺,E14,旺角東,劉俊業,,男,32,社區主任,,,民主黨,泛,1172,,42.40978169
2015黃建新,2015E14黃建新,2015,E,油尖旺,E14,旺角東,黃建新,,男,35,區議員/政策研究員,Y,,,建,1442,,52.17995324
2015仇振輝,2015E15仇振輝,2015,E,油尖旺,E15,旺角南,仇振輝,,男,68,經理,Y,Uncontested,,建,,,#VALUE!
2015林健文,2015E16林健文,2015,E,油尖旺,E16,油麻地北,林健文,,男,57,律師,Y,,民協,泛,1682,,71.41393564
2015文潤華,2015E16文潤華,2015,E,油尖旺,E16,油麻地北,文潤華,,男,25,社區工作者,,,工聯會,建,689,,29.25338981
2015鄧銘心,2015E17鄧銘心,2015,E,油尖旺,E17,尖東及京士柏,鄧銘心,,女,39,土木工程師,Y,,,建,852,,54.68850595
2015陳文佑,2015E17陳文佑,2015,E,油尖旺,E17,尖東及京士柏,陳文佑,,男,,管理顧問,,,公共專業聯盟,泛,681,,43.71229173
2015關秀玲,2015E18關秀玲,2015,E,油尖旺,E18,尖沙咀中,關秀玲,,女,61,區議員,Y,,民建聯,建,1099,,43.97071478
2015廖少輝,2015E18廖少輝,2015,E,油尖旺,E18,尖沙咀中,廖少輝,,男,34,商人,,,,建,486,,19.44473829
2015楊鎮華,2015E19楊鎮華,2015,E,油尖旺,E19,佐敦北,楊鎮華,,男,37,科技公司創辦人,Y,,民建聯,建,941,,53.73706142
2015戚志良,2015E19戚志良,2015,E,油尖旺,E19,佐敦北,戚志良,戚師傅,男,44,地盤釘板工人,,,,泛,386,,22.04304538
2015謝曉虹,2015F01謝曉虹,2015,F,深水埗,F01,寶麗,謝曉虹,,女,25,社區主任,,,深水埗居民聯會,建,1664,,44.18774481
2015梁有方,2015F01梁有方,2015,F,深水埗,F01,寶麗,梁有方,,男,,全職區議員,Y,,民協,泛,1929,,51.22485561
2015林家輝,2015F02林家輝,2015,F,深水埗,F02,長沙灣,林家輝,,男,56,室內設計工程顧問,Y,,經民聯,建,1491,,44.24207364
2015李文浩,2015F02李文浩,2015,F,深水埗,F02,長沙灣,李文浩,,男,21,,,,長沙灣社區發展力量,泛,1307,,38.78228722
2015林瑞含,2015F02林瑞含,2015,F,深水埗,F02,長沙灣,林瑞含,,女,54,基層組織者,,,,其他,246,,7.299497059
2015鄭泳舜,2015F03鄭泳舜,2015,F,深水埗,F03,南昌北,鄭泳舜,,男,36,社企副總幹事/區議員,Y,,民建聯,建,1461,,50.95042774
2015陳永輝,2015F03陳永輝,2015,F,深水埗,F03,南昌北,陳永輝,輝仔,男,39,電腦維修員,,,人民力量,泛,796,,27.75943907
2015陳國偉,2015F04陳國偉,2015,F,深水埗,F04,石硤尾,陳國偉,,男,28,註冊社工,Y,,石硤尾邨居民服務中心,建,2847,,56.27975407
2015秦寶山,2015F04秦寶山,2015,F,深水埗,F04,石硤尾,秦寶山,,男,47,全職區議員,,,民協,泛,2088,,41.27577327
2015苗凱明,2015F05苗凱明,2015,F,深水埗,F05,南昌東,苗凱明,,男,28,,,,民建聯,建,1287,,41.01831358
2015何啟明,2015F05何啟明,2015,F,深水埗,F05,南昌東,何啟明,,男,27,,Y,,民協,泛,1727,,55.04166865
2015李詠民,2015F06李詠民,2015,F,深水埗,F06,南昌南,李詠民,,男,41,區議員,Y,,港九勞工社團聯會,建,1544,,48.0181862
2015林偉棠,2015F06林偉棠,2015,F,深水埗,F06,南昌南,林偉棠,,男,43,物業管理保安主管,,,神州青年服務社民主陣線,泛,786,,24.44449116
2015劉佩玉,2015F07劉佩玉,2015,F,深水埗,F07,南昌中,劉佩玉,,女,35,區議員/助理統籌主任,Y,,民建聯,建,1284,,51.28879884
2015麥偉明,2015F07麥偉明,2015,F,深水埗,F07,南昌中,麥偉明,,男,42,社區主任,,,獨立,泛,538,,21.49016649
2015衞煥南,2015F08衞煥南,2015,F,深水埗,F08,南昌西,衞煥南,,男,53,區議員,Y,,民協,泛,1873,,49.69138941
2015香明孝,2015F08香明孝,2015,F,深水埗,F08,南昌西,香明孝,,男,39,社區主任,,,獨立候選人,建,1217,,32.28746445
2015李炯,2015F09李炯,2015,F,深水埗,F09,富昌,李炯,,男,33,社工,,,民協,泛,2130,,39.47318165
2015梁文廣,2015F09梁文廣,2015,F,深水埗,F09,富昌,梁文廣,,男,31,全職區議員,Y,,西九新動力,建,2973,,55.09566622
2015陳穎欣,2015F10陳穎欣,2015,F,深水埗,F10,麗閣,陳穎欣,,女,25,,Y,,民建聯,建,2531,,56.0403393
2015馮檢基,2015F10馮檢基,2015,F,深水埗,F10,麗閣,馮檢基,,男,,立法會議員,,,民協,泛,2432,,53.84832287
2015黃仲棋,2015F10黃仲棋,2015,F,深水埗,F10,麗閣,黃仲棋,,男,50,資訊科技公司管理層,,,,其他,215,,4.760439727
